date,Unnamed: 0,ABV,creditCard,purchase,totalSales
2019-04-17,1258,20.3,11186193693144008,104.04,1040.4
2019-04-18,2554,19.8,8891089497756692,333.75,3337.5
2019-04-19,3534,34.6,11607410911868848,281.27,2812.7
2019-04-20,1720,17.4,13525302609138132,126.56,1265.6
2019-04-21,3572,23.099999999999998,5662318604199718,178.84,1788.4
2019-04-22,4418,28.6,14297946618499800,375.47,3754.7000000000003
2019-04-23,5209,41.2,42504595869333456,511.38,5113.8
2019-04-24,3245,21.6,10014540917149468,172.66,1726.6
2019-04-25,1902,8.3,3547659902222226,71.96000000000001,719.6000000000001
2019-04-26,5307,41.900000000000006,18771068618323024,448.01000000000005,4480.1
2019-04-27,3475,16.4,16254655511622460,255.20999999999998,2552.1
2019-04-28,6147,37.7,13693191057850404,301.06000000000006,3010.6000000000004
2019-04-29,2218,18.3,5257238931780232,224.93,2249.3
2019-04-30,3820,24.299999999999997,15983953834782134,294.78999999999996,2947.8999999999996
2019-05-01,2856,18.299999999999997,3487645414098517,143.60000000000002,1436.0000000000002
2019-05-02,1875,22.3,896980155994082,65.49000000000001,654.9000000000001
